case_id,description,hc,co,co2,o2,nox,lambda_analyser,stft_b1,ltft_b1,stft_b2,ltft_b2,obd_lambda,o2_upstream_classification,o2_downstream_voltage,map,maf,rpm,ect,vehicle_speed,fuel_pressure,dtcs,ff_ect,ff_rpm,ff_load,ff_map,ff_stft_b1,ff_ltft_b1,ff_dtcs,engine_temp,primary_symptom,fuel_type,induction_type,altitude_band,emission_class,mileage_bracket,oil_consumption,ignition_age,bank_config,expected_top_fault,expected_top_fault_family,expected_state,expected_confidence_min,expected_confidence_max,expected_demotion_note_contains,expected_perception_gap,reasoning,hc_2500,co_2500,co2_2500,o2_2500,nox_2500,lambda_2500
case_015,Marginal lambda mismatch (Brett vs analyser ~0.07),80,0.5,13.5,1.0,300,1.05,0,0,,,0.98,,,,,850,90,,,,,,,,,,,normal,,,,,,,,,single,rich_mixture,rich_mixture,named_fault,0.2,0.5,,false,"HC 80 ppm: slightly elevated, mild combustion inefficiency. CO 0.5%: borderline — no clear rich call. CO2 13.5%: modestly low, marginal efficiency. O2 1.0%: normal-ish. NOx 300 ppm: slightly elevated, hot light-load burn near stoich. λ 1.05 vs OBD 0.98 → 0.07 gap, just below the mismatch warning threshold; engine must avoid firing the warning at the boundary.",,,,,,
case_016,NOx-only lean condition (5-gas analyser),30,0.05,14.0,0.8,1200,1.03,,,,,,,,,,850,90,,,,,,,,,,,normal,,,,,,,,,single,lean_condition,,named_fault,0.45,0.75,,,"HC 30 ppm: low — combustion is mostly complete. CO 0.05%: essentially zero, not rich. CO2 14.0%: near ideal. O2 0.8%: only slightly elevated. NOx 1200 ppm: very high — when other gases look clean, only a hot lean burn produces this signature. λ 1.03: slightly lean confirms the diagnosis; NOx is the dominant diagnostic clue.",,,,,,
case_017,4-gas analyser with NOx=0 (must not fire nox_low),200,1.5,12.0,1.0,0,0.95,0,0,,,0.98,,,,,850,90,,,,,,,,,,,normal,,,,,,,,,single,rich_mixture,rich_mixture,named_fault,0.45,0.75,,,"HC 200 ppm: modestly elevated from rich incomplete burn. CO 1.5%: clearly rich (richmixture.pdf row 1). CO2 12.0%: depressed by inefficient rich combustion. O2 1.0%: low because excess fuel consumed the available oxygen. NOx 0: analyser is 4-gas — lambda.pdf §8.5 confirms a 4-gas analyser is adequate for lambda; NOx contributes only 0.05% O2 per 1000 ppm so omission is fine, and the engine must NOT read NOx=0 as 'nox_low' evidence. λ 0.95: mild rich, consistent with the CO/HC pattern.",,,,,,
case_018,Lean misfire with both P0171 and P0300,900,0.1,13.0,2.5,600,1.07,22,20,,,1.12,,,,,850,90,,,P0171|P0300,,,,,,,,normal,,,,,,,,,single,lean_condition,lean_condition,named_fault,0.5,0.8,,,"HC 900 ppm: very high — lean misfire dumps unburned fuel. CO 0.1%: near zero, no rich. CO2 13.0%: clearly depressed by lean misfire. O2 2.5%: elevated, classic lean-misfire signature. NOx 600 ppm: elevated from hot lean combustion outside misfire pulses. λ 1.07: clearly lean — ECU and chemistry agree, lean is the likely root cause of the random misfire.",,,,,,
case_019,Stuck-open EGR causing lean idle and high NOx,150,0.05,12.5,3.0,1500,1.1,15,12,,,1.08,,,,,850,90,,,P0401,,,,,,,,normal,,,,,,,,,single,egr_fault,lean_condition,named_fault,0.4,0.7,,,"HC 150 ppm: moderately elevated — EGR-induced flame-front instability lets some HC slip. CO 0.05%: near zero, no rich. CO2 12.5%: depressed because EGR dilutes the charge and lean burn is inefficient. O2 3.0%: clearly elevated, lean tail. NOx 1500 ppm: extreme — without EGR closing properly, peak temperature rises uncontrolled. λ 1.10: strongly lean; the very-high NOx + lean + idle pattern is the classic stuck-open EGR fingerprint.",,,,,,
case_020,Rationality check: MAP=999 kPa (impossible),50,0.1,14.0,1.5,100,1.0,0,0,,,1.0,,,999,,850,90,,,,,,,,,,,normal,,,,,,,,,single,invalid_input,,invalid_input,,,MAP out of range,,HC 50 ppm: normal. CO 0.1%: normal. CO2 14.0%: healthy. O2 1.5%: at upper-normal. NOx 100 ppm: typical. λ 1.00: stoich. Gases are clean; the case verifies the OBD validator rejects a physically impossible MAP=999 kPa before any pipeline runs.,,,,,,
case_021,Rationality check: ECT=999°C (impossible),20,0.05,14.6,0.5,30,1.0,0,0,,,1.0,,,,,850,999,,,,,,,,,,,,,,,,,,,,single,invalid_input,,invalid_input,,,ECT out of range,,"HC 20 ppm: clean. CO 0.05%: clean. CO2 14.6%: at ceiling, ideal burn. O2 0.5%: minimal residual. NOx 30 ppm: low at idle. λ 1.00: perfect stoich. Gases are clean; the case enforces ECT=999 °C rejection so the cold-start gate cannot misfire.",,,,,,
case_022,"Dual-bank misfire on Bank 1 only (P0301), balanced tailpipe",250,0.3,14.0,1.2,200,1.01,12,10,-2,0,1.0,,,,,850,90,,,P0301,,,,,,,,normal,,,,,,,,,dual,misfire_cylinder_1,misfire,named_fault,0.55,0.85,,,"HC 250 ppm: moderate — single-cylinder misfire on a six-cylinder dilutes HC at the common tailpipe. CO 0.3%: slightly elevated, partial burn from the affected cylinder. CO2 14.0%: only mildly depressed because five cylinders burn well. O2 1.2%: minor lean offset from the dead cylinder's air. NOx 200 ppm: moderate. λ 1.01: overall stoich because the misfire averages out; bank-1 trim of +12% versus bank-2 −2% pinpoints which bank holds the missing cylinder.",,,,,,
case_023,Catalyst masking: P0420 with rich gases overwhelming cat,300,2.0,12.0,1.0,100,0.93,-15,-10,,,0.96,,,,,850,90,,,P0420,,,,,,,,normal,,,,,,,,,single,rich_mixture,rich_mixture,named_fault,0.45,0.75,catalyst_masking,,"HC 300 ppm: elevated — cat overwhelmed by rich feed gas. CO 2.0%: clearly rich. CO2 12.0%: depressed by inefficient rich burn. O2 1.0%: low — fuel consumed the air. NOx 100 ppm: quenched by rich. λ 0.93: chemistry says rich; the P0420 is masking — the cat is being fed bad exhaust, not failing in itself, so rich_mixture must outrank catalyst_failure.",,,,,,
case_024,"Normal idle gases, P0420 set on drive cycle (use freeze frame)",5,0.01,15.0,0.2,,1.0,2,1,,,1.0,,,,,850,90,,,P0420,90,2500,45,60,2,,,normal,,,,,,,,,single,catalyst_failure,catalyst_failure,named_fault,0.35,0.65,,,HC 5 ppm: extremely clean idle. CO 0.01%: perfect. CO2 15.0%: near the theoretical ceiling. O2 0.2%: minimal residual. NOx unmeasured at idle. λ 1.00: chemistry says combustion is perfect at idle; the freeze-frame from a 45%-load drive cycle is the only evidence of cat failure — L4 must elevate catalyst_failure despite clean L1 idle gases.,,,,,,
case_025,STFT=-127% (O2 sensor short-to-ground),100,0.8,13.0,1.0,,0.98,-127,-100,,,0.75,,,,,850,90,,,P0131,,,,,,,,normal,,,,,,,,,single,sensor_fault,sensor_fault,named_fault,0.5,0.8,,,"HC 100 ppm: slightly elevated, mild rich offset. CO 0.8%: modestly elevated, mild rich. CO2 13.0%: slightly depressed. O2 1.0%: typical. NOx unmeasured. λ 0.98: only mildly rich; the railed STFT=-127% and OBD λ=0.75 are clearly an O2-sensor short-to-ground (P0131), not a real combustion event of that magnitude.",,,,,,
case_026,STFT=+127% (O2 sensor open / high voltage),60,0.1,14.0,2.0,,1.04,127,100,,,1.5,,,,,850,90,,,P0132,,,,,,,,normal,,,,,,,,,single,sensor_fault,sensor_fault,named_fault,0.5,0.8,,,"HC 60 ppm: slightly elevated. CO 0.1%: low. CO2 14.0%: near ideal. O2 2.0%: slightly elevated, mild lean. NOx unmeasured. λ 1.04: mild lean; railed +127% trim and OBD λ=1.50 are an open-circuit O2 signal, not a true λ=1.50 combustion.",,,,,,
case_027,P0606 ECU internal fault with normal gases (magnet test),15,0.01,14.7,0.4,30,1.0,2,1,,,1.0,,,,,850,90,,,P0606,,,,,,,,normal,,,,,,,,,single,ECU_Internal_Checksum_Error,ecu_fault,named_fault,0.35,0.7,,,"HC 15 ppm: clean. CO 0.01%: clean. CO2 14.7%: ideal. O2 0.4%: minimal residual. NOx 30 ppm: low idle. λ 1.00: perfect stoich. All gases healthy; diagnosis comes solely from the P0606 ECU-internal-checksum DTC, which the magnet edge legitimately promotes when the prerequisite DTC is present.",,,,,,
case_028,"P0606 absent, normal gases (anti-magnet test)",15,0.01,14.7,0.4,30,1.0,2,1,,,1.0,,,,,850,90,,,,,,,,,,,normal,,,,,,,,,single,no_fault,,insufficient_evidence,0.0,0.3,,,"HC 15 ppm: clean. CO 0.01%: clean. CO2 14.7%: ideal. O2 0.4%: minimal residual. NOx 30 ppm: low idle. λ 1.00: perfect stoich. With no DTC, the magnet to ECU_Internal must NOT pull it into the top three; the ranker should report no_fault or insufficient_evidence.",,,,,,
case_029,High fuel pressure (specific child) — even rich pulse,180,2.5,12.0,0.6,,0.92,-20,-18,,,0.94,,,,,850,90,,,,,,,,,,,normal,,,,,,,,,single,high_fuel_pressure,rich_mixture,named_fault,0.4,0.7,,,"HC 180 ppm: moderately elevated from rich incomplete burn. CO 2.5%: clearly rich. CO2 12.0%: depressed. O2 0.6%: low — oxygen consumed by excess fuel. NOx unmeasured. λ 0.92: clearly rich and even (no pulse pattern), pointing at globally elevated fuel pressure rather than a single leaking injector.",,,,,,
case_030,Leaking injector — rhythmic exhaust pulse signature,400,1.8,13.0,1.0,,0.95,-10,-8,,,0.97,,,,,850,90,,,,,,,,,,,normal,,,,,,,,,single,leaking_injector,rich_mixture,named_fault,0.4,0.7,,,"HC 400 ppm: high — periodic raw-fuel pulses. CO 1.8%: rich. CO2 13.0%: depressed. O2 1.0%: low. NOx unmeasured. λ 0.95: mildly rich; high HC for the modest CO and the rhythmic exhaust pulse signature point to one cylinder receiving extra fuel — a leaking injector, not high global pressure.",,,,,,
case_031,"PCV valve stuck open — lean idle, normal off-idle",90,0.05,13.5,3.0,,1.07,25,22,,,1.1,,,,,850,90,,,P0171,90,850,20,30,,,,normal,,,,,,,,,single,pcv_fault,lean_condition,named_fault,0.4,0.7,,,"HC 90 ppm: slightly elevated. CO 0.05%: near zero, not rich. CO2 13.5%: depressed by lean burn. O2 3.0%: clearly elevated, lean. NOx unmeasured. λ 1.07: clearly lean; combined with idle-only +25% trims the unmetered air enters via PCV — the leak goes away off-idle as manifold vacuum drops.",,,,,,
case_032,"MAF underreporting (false-lean DTC, real lean condition)",50,0.02,14.0,3.5,,1.09,20,18,,,1.12,,,,,850,90,,,P0171,,,,,,,,normal,,,,,,,,,single,contaminated_maf,lean_condition,named_fault,0.4,0.7,,,"HC 50 ppm: low — lean condition is steady, not misfiring. CO 0.02%: near zero, not rich. CO2 14.0%: slightly depressed. O2 3.5%: clearly elevated, lean. NOx unmeasured. λ 1.09: clearly lean; ECU and chemistry agree, but the under-reading MAF means trims chase a phantom — the fault is the sensor, not a vacuum leak.",,,,,,
case_033,"Pre-cat exhaust air leak (false-lean ECU, rich tailpipe)",200,3.0,11.0,1.0,,0.91,22,20,,,1.1,,,,,850,90,,,P0171,,,,,,,,normal,,,,,,,,,single,Exhaust_Air_Leak_Pre_Cat,ecu_fault,named_fault,0.4,0.7,,true,HC 200 ppm: elevated from rich incomplete burn. CO 3.0%: clearly rich. CO2 11.0%: strongly depressed. O2 1.0%: low (gas sample is post-leak so true rich shows). NOx unmeasured. λ 0.91: chemistry says rich; ECU sees lean because air is drawn in upstream of the O2 sensor — a pre-cat exhaust air leak (lambda.pdf §8.5: a 5% air leak shifts lambda 5% lean) inverting perception.,,,,,,
case_034,"Aftermarket catalyst inefficient — high HC, normal CO",220,0.3,13.8,0.8,250,1.01,5,4,,,1.0,,,,,850,90,,,P0420,,,,,,,,normal,,,,,,,,,single,aftermarket_catalyst_inefficient,catalyst_failure,named_fault,0.4,0.7,,,"HC 220 ppm: elevated — cat is failing to oxidise HC effectively. CO 0.3%: normal — oxidation step is partly working. CO2 13.8%: slightly depressed. O2 0.8%: typical. NOx 250 ppm: moderate, reduction stage marginal. λ 1.01: chemistry says feed gas is fine; the high HC with normal CO is the tired-aftermarket-cat fingerprint.",,,,,,
case_035,Ghost misfire from electrical noise (engine actually fine),20,0.05,14.6,0.5,,1.0,3,2,,,1.0,,,,,850,90,,,P0300,,,,,,,,normal,,,,,,,,,single,Ghost_Misfire_Electrical_Noise,misfire,named_fault,0.3,0.65,,,"HC 20 ppm: clean — zero combustion deficit. CO 0.05%: clean. CO2 14.6%: ideal. O2 0.5%: minimal. NOx unmeasured. λ 1.00: perfect stoich. Gases prove combustion is healthy on every cylinder, so the P0300 is electrical noise, not a real misfire.",,,,,,
case_036,Late ignition timing (knock-sensor fault) — moderate HC and CO,2200,1.2,13.0,1.2,,0.97,0,0,,,1.0,,,,,850,90,,,,,,,,,,,normal,,,,,,,,,single,late_ignition_timing,ignition_fault,named_fault,0.35,0.65,,,"HC 2200 ppm: very high — combustion runs into the exhaust stroke before the flame front completes. CO 1.2%: modestly elevated, partial combustion. CO2 13.0%: depressed by truncated burn. O2 1.2%: slightly elevated but below the >5% wrong-valve-timing threshold (richmixture.pdf), so this is timing-retard, not a mechanical valve problem. NOx unmeasured. λ 0.97: mildly rich because each pulse delivers fuel that does not fully burn; HC magnitude with mild CO and only slightly elevated O2 is the late-timing signature, not the wrong-valve-timing pattern (which would need O2 > 5%).",,,,,,
case_037,Wideband heater fault during cold start (perception + cold gate),350,1.5,12.5,1.0,,0.96,0,0,,,0.98,,,,,1100,10,,,P0053,10,,,,,,,cold,hard_start_cold,,,,,,,,single,Wideband_Heater_Cold_Safe_Map,sensor_fault,named_fault,0.3,0.65,,true,"HC 350 ppm: elevated — cold-start enrichment plus poor vaporisation. CO 1.5%: moderate, normal cold richness. CO2 12.5%: depressed by cold inefficient burn. O2 1.0%: normal. NOx unmeasured. λ 0.96: mildly rich, exactly what cold-start commands; P0053 says the heater faulted, ECU stayed on open-loop safe map — cold-start gate must not nuke the wideband-heater diagnosis.",,,,,,
case_038,"Double liar — MAF and O2 biased opposite, gases clean",40,0.1,14.0,1.0,,1.0,-15,-12,,,0.92,,,,,850,90,,,P0172,,,,,,,,normal,,,,,,,,,single,Double_Liar_MAF_O2_Cancel,ecu_fault,named_fault,0.3,0.6,,true,"HC 40 ppm: clean. CO 0.1%: clean. CO2 14.0%: near ideal. O2 1.0%: normal. NOx unmeasured. λ 1.00: chemistry stoich; ECU sees rich (OBD λ=0.92, -15% trims) and a P0172, but the gases are perfect — MAF and O2 are biased in opposite directions and cancel, leaving real combustion correct while perception screams rich.",,,,,,
case_039,Upstream O2 stuck at 0.45 V (no switching),80,0.1,14.0,2.0,,1.03,0,0,,,1.0,,0.45,,,850,90,,,P0134,,,,,,,,normal,,,,,,,,,single,sensor_fault,sensor_fault,named_fault,0.4,0.7,,,"HC 80 ppm: slightly elevated, mild lean inefficiency. CO 0.1%: low. CO2 14.0%: only mildly depressed. O2 2.0%: slightly elevated, mild lean. NOx unmeasured. λ 1.03: mild lean; the steady 0.45 V upstream O2 plus flat trims plus P0134 prove the sensor is non-switching, not the engine.",,,,,,
case_040,"Crankshaft position sensor failure (cranking, no RPM)",0,0,0.04,20.9,0,2.5,0,0,,,1.0,,,,,0,,,,P0335,,,,,,,,,non_starter,,,,,,,,single,ns_no_spark,non_starter,named_fault,0.7,0.95,,,HC 0: no fuel reaching combustion. CO 0%: no combustion. CO2 0.04%: atmospheric. O2 20.9%: ambient air goes straight through. NOx 0 ppm: no temperature event. λ → ∞: non-combustion shape; with P0335 (CKP) the no-spark branch wins over the no-fuel branch.,,,,,,
case_041,MAP sensor stuck at barometric pressure (idle MAP=100 kPa),150,1.0,13.0,1.5,,0.98,-10,-8,,,0.96,,,100,,850,90,,,P0106,,,,,,,,normal,,,,,,,,,single,MAP_sensor_fault,sensor_fault,named_fault,0.4,0.7,,,HC 150 ppm: slightly elevated from a mild rich offset. CO 1.0%: modestly rich. CO2 13.0%: modestly depressed. O2 1.5%: borderline. NOx unmeasured. λ 0.98: mildly rich; the giveaway is MAP=100 kPa at idle (engine should pull ~30 kPa) — the sensor has died and speed-density is dumping extra fuel.,,,,,,
case_042,VVT phaser stuck advanced (P0011) — knock and rich,180,1.5,12.5,1.2,,0.94,-15,-12,,,0.96,,,,,850,90,,,P0011,,,,,,,,normal,,,,,,,,,single,vvt_fault,cam_timing,named_fault,0.35,0.65,,,"HC 180 ppm: moderately elevated — knock or incomplete burn from over-advanced cam. CO 1.5%: clearly rich. CO2 12.5%: depressed. O2 1.2%: typical. NOx unmeasured. λ 0.94: clearly rich; with P0011 the cam phaser is stuck advanced, valve overlap pushes raw mixture through and lifts CO.",,,,,,
case_043,Fuel-trim adaption just reset — trims zero but engine actually lean,60,0.02,14.0,3.0,,1.08,0,0,,,1.0,,,,,850,90,,,,,,,,,,,normal,,,,,,,,,single,lean_condition,lean_condition,named_fault,0.3,0.6,adaptation reset,,"HC 60 ppm: slightly elevated. CO 0.02%: near zero, not rich. CO2 14.0%: slightly depressed. O2 3.0%: clearly elevated, lean. NOx unmeasured. λ 1.08: chemistry says lean; trims at zero with OBD λ pinned at 1.00 mean adaptations were just reset and have not yet learned — trust gas chemistry over still-zero trims.",,,,,,
case_044,High HC with normal CO and λ≈1.0 (oil consumption / rings),2500,0.2,13.5,1.0,150,1.0,3,2,,,1.0,,,,,850,90,,,,,,,,,,,normal,,,,,,,high,,single,oil_burning,mechanical_wear,named_fault,0.3,0.65,,,HC 2500 ppm: extremely high — raw oil hydrocarbons enter the chamber and exit unburned. CO 0.2%: low — mixture itself is correct. CO2 13.5%: modestly depressed by the parasitic HC load. O2 1.0%: typical. NOx 150 ppm: moderate. λ 1.00: chemistry stoich because oil HC is small versus air mass; high HC + normal CO + λ≈1 is the rings/valve-seal oil-burn signature.,,,,,,
case_045,P2096 post-cat lean DTC with downstream exhaust leak,100,1.8,12.8,0.8,,0.94,10,8,,,1.02,,,,,850,90,,,P2096,,,,,,,,normal,,,,,,,,,single,exhaust_leak_post_cat,exhaust_leak,named_fault,0.35,0.65,,true,HC 100 ppm: slightly elevated. CO 1.8%: clearly rich. CO2 12.8%: depressed. O2 0.8%: low. NOx unmeasured. λ 0.94: chemistry says rich; ECU sees post-cat lean (P2096) and is adding fuel — the post-cat sensor is being fed false air from a downstream leak.,,,,,,
case_046,Fuel-pressure sensor implausible (P0190) but engine fine,20,0.05,14.6,0.5,30,1.0,0,0,,,1.0,,,,,850,90,,0,P0190,,,,,,,,normal,,,,,,,,,single,sensor_fault,sensor_fault,named_fault,0.3,0.6,,,"HC 20 ppm: clean. CO 0.05%: clean. CO2 14.6%: ideal. O2 0.5%: minimal. NOx 30 ppm: low. λ 1.00: perfect stoich. Gases prove combustion is normal so fuel pressure is actually fine; FRP=0 with P0190 is a sensor fault, not a fuel-pressure fault.",,,,,,
case_047,P0455 large EVAP leak with stuck-open purge (lean idle),80,0.05,13.5,3.0,,1.07,20,18,,,1.1,,,,,850,90,,,P0455|P0171,,,,,,,,normal,,,,,,,,,single,evap_leak,lean_condition,named_fault,0.4,0.7,,,"HC 80 ppm: slightly elevated. CO 0.05%: near zero. CO2 13.5%: depressed. O2 3.0%: clearly elevated, lean. NOx unmeasured. λ 1.07: clearly lean; with P0455 (large evap leak) plus P0171, the purge valve is bleeding unmetered air into the manifold.",,,,,,
case_048,P0171 + P0174 — common vacuum leak after MAF (both banks lean),60,0.05,13.5,3.0,,1.07,25,22,24,21,1.12,,,,,850,90,,,P0171|P0174,,,,,,,,normal,,,,,,,,,dual,vacuum_leak,lean_condition,named_fault,0.45,0.75,,,HC 60 ppm: slightly elevated. CO 0.05%: near zero. CO2 13.5%: depressed by lean burn. O2 3.0%: clearly elevated. NOx unmeasured. λ 1.07: clearly lean on both banks; symmetric +25%/+24% trims and matching B1+B2 lean DTCs point to a common downstream-of-MAF vacuum leak feeding both intakes.,,,,,,
case_049,"Pending P0171, idle gases pristine (false-lean DTC, no consequence)",10,0.01,14.8,0.3,,1.0,2,1,,,1.0,,,,,850,90,,,P0171,,,,,,,,normal,,,,,,,,,single,no_fault,,insufficient_evidence,0.0,0.35,,false,HC 10 ppm: pristine. CO 0.01%: pristine. CO2 14.8%: at ceiling. O2 0.3%: minimal. NOx unmeasured. λ 1.00: perfect stoich. A pending P0171 with normal trims and no λ/chemistry contradiction is not enough evidence to assert any fault — perception detector must not over-fire.,,,,,,
case_050,Rotated/dirty MAF — under-reads airflow (lean DTCs),50,0.02,14.0,3.2,,1.09,26,24,,,1.13,,,,,850,90,,,P0171|P0102,,,,,,,,normal,,,,,,,,,single,contaminated_maf,lean_condition,named_fault,0.4,0.7,,,"HC 50 ppm: low — no misfire. CO 0.02%: near zero. CO2 14.0%: slightly depressed. O2 3.2%: clearly elevated, lean. NOx unmeasured. λ 1.09: clearly lean and ECU agrees; combined with P0102 (MAF low input) the MAF is the under-reporting source of the lean condition, not a vacuum leak.",,,,,,
